name,url,price_per_lb,total_price,bag_size,bag_type,country,region,altitude,grower,variety,process,flavor_notes,about,warehouse,position,certifications,is_staff_pick,inventory,overview_text,taste_text,source_text,word_cloud,sweetness,acidity,viscosity,balance,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
Brazil Cerrado NY 2/3 SS FC 15/16,https://royalcoffee.com/product/3427097000052190785/,$6.87,$594.42,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado NY 2/3 SS FC 15/16 is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades. Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level. The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,300 Bags,,,,,,,,,,,,,,,
Brazil Cerrado NY 2/3 SS FC 15/16,https://royalcoffee.com/product/3427097000052190943/,$6.87,$594.42,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado NY 2/3 SS FC 15/16 is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades. Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level. The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado NY 2/3 SS FC 15/16,https://royalcoffee.com/product/3427097000057645096/,,$673.44,130.26 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,"Orange zest, almond, graham cracker, sweet","Brazil Cerrado NY 2/3 SS FC 15/16 is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades. Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level. The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is New York (NY), Strictly Soft (SS), and Fine Cup (FC), the highest cup category in the Brazilian coffee grading.",Midwest,SPOT,Conventional,,50 Bags,,,,,,,,,,,,,,,
Brazil Cerrado NY 2/3 SS FC 15/16,https://royalcoffee.com/product/3427097000052190946/,$6.87,$594.42,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado NY 2/3 SS FC 15/16 is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades. Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level. The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado NY 2/3 SS FC 15/16,https://royalcoffee.com/product/3427097000052190952/,$6.87,$582.71,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado NY 2/3 SS FC 15/16 is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades. Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level. The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado NY 2/3 SS FC 15/16,https://royalcoffee.com/product/3427097000052190955/,$6.87,$582.71,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado NY 2/3 SS FC 15/16 is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades. Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level. The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado SS FC 15/16,https://royalcoffee.com/product/3427097000051720496/,$5.78,$599.62,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado 15/16 FC SS is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Vancouver,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado SS FC 15/16,https://royalcoffee.com/product/3427097000051720536/,,$582.71,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado 15/16 FC SS is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Vancouver,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado SS FC 15/16,https://royalcoffee.com/product/3427097000051720541/,,$563.20,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado 15/16 FC SS is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Vancouver,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado SS FC 15/16,https://royalcoffee.com/product/3427097000051720551/,$6.87,$594.42,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado 15/16 FC SS is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Cerrado SS FC 15/16,https://royalcoffee.com/product/3427097000051720556/,$6.87,$594.42,130.07 lb,Full Bag,Brazil,Altitude,850-1100 masl,Producers from the Cerrado Region,"Yellow Bourbon, Mundo Novo, and Obatã",Full natural and natural blended dried in the sun and mechanical driers,,"Brazil Cerrado 15/16 FC SS is produced by farmers belonging to cooperatives in the Cerrado region within the state of Minas Gerais, Brazil. The Cerrado region, the newest of three major Brazilian growing regions, has been building in reputation and production over the last few decades.  Coffee in this region is grown on high plateaus at elevations peaking just over 1,000 meters above sea level.  The region also has relatively mild weather patterns providing a more predicable climate for processing coffee.  As the world's largest coffee producer, Brazilian lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.  Our current offering is Fine Cup (FC) and Strictly Soft (SS), the highest cup category in the Brazilian coffee grading.",Oakland,SPOT,Conventional,,325 Bags,,,,,,,,,,,,,,,
Brazil Fazenda Cachoeira da Grama Pulped Natural 2/3 15+,https://royalcoffee.com/product/3427097000053792626/,,$573.61,130.07 lb,Full Bag,Brazil,,,,,"Applesauce, dried fig, molasses, cocoa",,,Oakland,SPOT,,,325 Bags,,,,,,,,,,,,,,,
Brazil Mantiqueira de Minas Pulped Natural Yellow Catuai 16+,https://royalcoffee.com/product/3427097000056172723/,,$556.90,132.28 lb,Full Bag,Brazil,Altitude,1150 masl,Coffee producers from producers from the Mantiqueira Region,Yellow Catuai,Pulped natural (Honey) and dried in the sun,,"Brazil Mantiqueira de Minas Pulped Natural Yellow Catuai 16+ Vidaplast Bags is sourced from a family owned farms in the Mantiqueira de Minas region within the state Minas Gerais, Brazil. The Mantiqueira de Minas region has a protected designation of origin (PDO) because of regions renowned coffee reputation and optimal growing conditions. The region is comprised of 25 municipalities with more than 9,000 producers, nearly 90 percent considered small producers. These small producers are organized through cooperatives that operate in the region to bring their coffee to the international market. This collective of small producers is distinct in Brazil where lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil Mantiqueira de Minas Pulped Natural Yellow Catuai 16+,https://royalcoffee.com/product/3427097000056172728/,,$552.93,132.28 lb,Full Bag,Brazil,Altitude,1150 masl,Coffee producers from producers from the Mantiqueira Region,Yellow Catuai,Pulped natural (Honey) and dried in the sun,,"Brazil Mantiqueira de Minas Pulped Natural Yellow Catuai 16+ Vidaplast Bags is sourced from a family owned farms in the Mantiqueira de Minas region within the state Minas Gerais, Brazil. The Mantiqueira de Minas region has a protected designation of origin (PDO) because of regions renowned coffee reputation and optimal growing conditions. The region is comprised of 25 municipalities with more than 9,000 producers, nearly 90 percent considered small producers. These small producers are organized through cooperatives that operate in the region to bring their coffee to the international market. This collective of small producers is distinct in Brazil where lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil Mantiqueira de Minas SS FC 16+,https://royalcoffee.com/product/3427097000053886040/,,$556.90,132.28 lb,Full Bag,Brazil,Altitude,1150 masl,Producers from producers from the Mantiqueira Region,Mundo Novo,Full natural and dried in the sun on patios,,"Brazil Mantiqueira de Minas SS FC 16+ is sourced from a family owned farms in the Mantiqueira de Minas region within the state Minas Gerais, Brazil. The Mantiqueira de Minas region has a protected designation of origin (PDO) because of regions renowned coffee reputation and optimal growing conditions. The region is comprised of 25 municipalities with more than 9,000 producers, nearly 90 percent considered small producers. These small producers are organized through cooperatives that operate in the region to bring their coffee to the international market. This collective of small producers is distinct in Brazil where lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil Mantiqueira de Minas SS FC 16+,https://royalcoffee.com/product/3427097000056172713/,,$546.32,132.28 lb,Full Bag,Brazil,Altitude,1150 masl,Producers from producers from the Mantiqueira Region,Mundo Novo,Full natural and dried in the sun on patios,,"Brazil Mantiqueira de Minas SS FC 16+ is sourced from a family owned farms in the Mantiqueira de Minas region within the state Minas Gerais, Brazil. The Mantiqueira de Minas region has a protected designation of origin (PDO) because of regions renowned coffee reputation and optimal growing conditions. The region is comprised of 25 municipalities with more than 9,000 producers, nearly 90 percent considered small producers. These small producers are organized through cooperatives that operate in the region to bring their coffee to the international market. This collective of small producers is distinct in Brazil where lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
Brazil Mantiqueira de Minas SS FC 16+,https://royalcoffee.com/product/3427097000056172718/,,$546.32,132.28 lb,Full Bag,Brazil,Altitude,1150 masl,Producers from producers from the Mantiqueira Region,Mundo Novo,Full natural and dried in the sun on patios,,"Brazil Mantiqueira de Minas SS FC 16+ is sourced from a family owned farms in the Mantiqueira de Minas region within the state Minas Gerais, Brazil. The Mantiqueira de Minas region has a protected designation of origin (PDO) because of regions renowned coffee reputation and optimal growing conditions. The region is comprised of 25 municipalities with more than 9,000 producers, nearly 90 percent considered small producers. These small producers are organized through cooperatives that operate in the region to bring their coffee to the international market. This collective of small producers is distinct in Brazil where lots often come from larger estates that use highly mechanized processing strategies to manage larger volumes.",Oakland,SPOT,Conventional,,320 Bags,,,,,,,,,,,,,,,
